Issue Type,Issue key,Issue id,Updated,Custom field (Epic Link),Created,Summary,Status,Resolution,Affects Version/s,Affects Version/s,Custom field (Story Points),Custom field (Epic Name),Labels,Labels,Labels,Labels,Labels,Labels,Labels,Component/s,Custom field (Issue Resolution),Resolved,Sprint,Sprint,Custom field (Begin Date),Custom field (End Date),Fix Version/s,Fix Version/s,Outward issue link (Blocks),Outward issue link (Child-Issue),Outward issue link (Cloners),Outward issue link (Defect),Outward issue link (Dependent),Outward issue link (Dependent),Outward issue link (Gantt: finish-start),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates)
Story,AAKO-4613,951472,07/Jun/18 7:15 AM,AAKO-3987,18/Dec/17 5:24 PM,Apply Adjustments - Sales/Quota/PY/Baseline (Participant) - SD,Completed,Done,Spine,,8.0,,FirstBU,PI-B,,,,,,Lannister,Done,07/Jun/18 7:15 AM,Lannister - Bandhavgarh.4,,,,Spine,,,,,,,,,,,
Story,AAKO-4612,951471,23/May/18 12:26 PM,AAKO-3989,18/Dec/17 5:23 PM,"Roster: Apply BU, Plan, and PPT level Roster in Participant Quota Crediting",Completed,Done,Spine,,8.0,,FirstBU,,,,,,,Lannister,Done,23/May/18 12:26 PM,Lannister - Bandhavgarh.2,Lannister - Bandhavgarh.3,,,Spine,,,,,,,,,,,
Story,AAKO-4611,951469,09/May/18 1:45 PM,AAKO-3989,18/Dec/17 5:22 PM,"Roster: Apply BU, Plan, and PPT level Roster in Participant Sales Crediting",Completed,Done,Spine,,13.0,,FirstBU,,,,,,,Lannister,Done,09/May/18 1:45 PM,Lannister - Bandhavgarh.1,Lannister - Bandhavgarh.2,,,Spine,,,,,,,,,,,
Story,AAKO-4609,951466,05/Jun/18 2:34 PM,AAKO-3989,18/Dec/17 5:18 PM,"Roster: Apply BU, Plan, and PPT level Roster in ICM",Completed,Done,Spine,,5.0,,FirstBU,PI-B,,,,,,Lannister,Done,05/Jun/18 2:34 PM,Lannister - Bandhavgarh.3,Lannister - Bandhavgarh.4,,,Spine,,,,,,,,,,,
Story,AAKO-4608,951465,05/Jun/18 2:33 PM,AAKO-3989,18/Dec/17 5:15 PM,"Roster: Apply BU, Plan, and PPT level Roster in Pre-ICM",Completed,Done,Spine,,13.0,,FirstBU,PI-B,,,,,,Lannister,Done,05/Jun/18 2:33 PM,Lannister - Bandhavgarh.3,Lannister - Bandhavgarh.4,,,Spine,,,AAKO-7765,,,,,,,,
Story,AAKO-4607,951464,27/Mar/18 8:21 AM,AAKO-3989,18/Dec/17 5:14 PM,"(8) Roster:Creation and Management for Roster at BU, Plan, and WWID level for Pre-ICM, ICM, and Payment processing",Completed,Done,Spine,,13.0,,FirstBU,,,,,,,Lannister,Done,27/Mar/18 8:21 AM,AAKO - Lannister - Acadia.4,,,,Spine,,,,,,,,,,,
Story,AAKO-4604,951040,15/Mar/18 8:34 AM,AAKO-3977,18/Dec/17 11:51 AM,Mechanics - JnJ Draw - Recoup,Completed,Done,Spine,,3.0,,FirstBU,,,,,,,Lannister,Done,15/Mar/18 8:34 AM,AAKO - Lannister - Acadia.3,,,,Spine,,,,,,,,,,,
Story,AAKO-4493,936167,07/Jun/18 8:52 AM,AAKO-22,07/Dec/17 3:08 PM,(JR) Rolling YTD - Impact to Component Adjustments ,Open,,Recon - Distributer,,5.0,,Joint_Recon_Distributor,,,,,,,Lannister,,,AAKO-Lannister - IPD,,,,Recon - Distributer,,,,,,,,,,,
Story,AAKO-4492,936158,07/Jun/18 8:52 AM,AAKO-4906,07/Dec/17 3:03 PM,(JR) Rolling YTD - Impact to True-Up,Open,,Recon - Distributer,,5.0,,Joint_Recon_Distributor,,,,,,,Lannister,,,AAKO-Lannister - IPD,,,,Recon - Distributer,,,,,,,,,,,
Story,AAKO-4491,936140,07/Jun/18 8:52 AM,AAKO-4906,07/Dec/17 2:57 PM,(JR) Rolling YTD - Impact to Eligibility ,Open,,Recon - Distributer,,5.0,,Joint_Recon_Distributor,,,,,,,Lannister,,,AAKO-Lannister - IPD,,,,Recon - Distributer,,,,,,,,,,,
Story,AAKO-4418,932022,15/Jun/18 3:09 PM,AAKO-4885,06/Dec/17 9:40 AM,Foundation - SPN Lifenet Product Hierarchy Validation (Manual Upload),Completed,Done,Spine,,3.0,,PI-B,Spine,,,,,,Targaryen,Done,22/May/18 4:55 PM,AAKO-Targaryen - Bandhavgarh.3,,,,Spine,,,,,,,,,,,
Story,AAKO-4389,930044,08/Jun/18 8:29 AM,AAKO-4906,05/Dec/17 9:24 AM,(JR) Recon - YTD Rolling Commission  ,Open,,Recon - Distributer,,,,Joint_Recon_Distributor,,,,,,,Lannister,,,AAKO-Lannister - IPD,,,,Recon - Distributer,,,,,,,,,,,
Story,AAKO-4358,922097,05/Jun/18 2:31 PM,AAKO-4906,30/Nov/17 1:46 PM,Apply Adjustments - Sales/Quota/PY/Baseline (Participant),Completed,Done,Spine,,13.0,,FirstBU,PI-B,,,,,,Lannister,Done,05/Jun/18 2:31 PM,Lannister - Bandhavgarh.3,Lannister - Bandhavgarh.4,,,Spine,,,,,,,,,,,
Story,AAKO-4328,919790,07/Jun/18 8:52 AM,AAKO-4906,29/Nov/17 12:48 PM,(JR) [Place Holder] For each rolling 12-month mechanic that needs to be built,Open,,Recon - Distributer,,,,Joint_Recon_Distributor,,,,,,,Lannister,,,AAKO-Lannister - IPD,,,,Recon - Distributer,,,,,,,,,,,
Story,AAKO-4327,919787,08/Jun/18 8:24 AM,AAKO-3962,29/Nov/17 12:47 PM,(JR) Modify existing SD flow to include rolling 12-month selection and crediting,Open,,Recon - Direct ,,13.0,,Joint_Recon_Direct,,,,,,,Lannister,,,AAKO-Lannister - IPD,,,,Recon - Direct ,,,,,,,,,,,
Story,AAKO-4300,916864,11/Jun/18 1:12 PM,AAKO-16,28/Nov/17 10:40 AM,Data Week Functionality ED - Update Geo Summary Sales w/ To Be Paid/Unpaid Flag (Key Field),Open,,ETH,,3.0,,Ethicon,,,,,,,Targaryen,,,,,,,ETH,,,,AAKO-4299,,,,,,,
Story,AAKO-4299,916863,11/Jun/18 1:12 PM,AAKO-3959,28/Nov/17 10:40 AM,Data Week Functionality ED - Tag Sales with To Be Paid/Unpaid Flag,Open,,ETH,,5.0,,Ethicon,,,,,,,Targaryen,,,,,,,ETH,,,,AAKO-4211,,,,,,,
Story,AAKO-4226,902321,18/Apr/18 10:37 AM,AAKO-4903,17/Nov/17 4:53 PM,Off-Cycle Payout - YTD Plan paid on non-quarter period. Off-Cycle: Calculate Earnings with Sales Transactions,Open,,LastBu,,,,LastBU,,,,,,,Lannister,,,,,,,LastBu,,,,,,,,,,,
Story,AAKO-4225,902317,25/Apr/18 4:50 AM,AAKO-4901,17/Nov/17 4:29 PM,Netting:  Final Payment - Components that By Pass Total Earnings Due,Completed,Done,Spine,,5.0,,FirstBU,,,,,,,Lannister,Done,25/Apr/18 4:50 AM,Lannister - Bandhavgarh.1,,,,Spine,,,,,,AAKO-4224,,,,,
Story,AAKO-4223,902312,28/Feb/18 5:51 PM,AAKO-3976,17/Nov/17 4:11 PM,Guarantee: Never Exceed YTD Guarantee or YTD Earnings @ WWID Level,Completed,Done,Spine,,13.0,,FirstBU,,,,,,,Lannister,Done,28/Feb/18 5:51 PM,AAKO - Lannister - Acadia.2,,,,Spine,,,,,,,,,,,
Story,AAKO-4211,901885,23/May/18 1:54 PM,AAKO-3959,17/Nov/17 10:03 AM,Data Week Functionality ED - Parameter Table,Open,,ETH,,2.0,,Ethicon,,,,,,,Lannister,,,,,,,ETH,,,,,,,,,,,
Story,AAKO-4206,900442,11/Jun/18 1:12 PM,AAKO-3960,16/Nov/17 1:07 PM,Sales Exclusions - ,Open,,Recon - Direct ,,,,Joint_Recon_Direct,Joint_Recon_Distributor,,,,,,Targaryen,,,,,,,Recon - Direct ,,,,,,,,,,,
Story,AAKO-4188,899109,18/Apr/18 10:37 AM,AAKO-4903,15/Nov/17 5:04 PM,Payout  - Ability to pay on Off-Cycle schedule  Off-Cycle:  No Transaction Updates -  Component and non-comp adjustments,Open,,LastBu,,,,LastBU,,,,,,,Lannister,,,,,,,LastBu,,,,,,,,,,,
Story,AAKO-4187,898999,21/Jun/18 4:10 PM,AAKO-23,15/Nov/17 4:46 PM,Parameter Validations:  AdHoc Job - Warnings to Prevent job failures ,Open,,Spine,,8.0,,SHOULD,Spine,,,,,,Stark,,,AAKO - Targaryen- Sprint 13,AAKO - Stark - C.3,,,Spine,,,,,,,,,,,
Story,AAKO-4186,898976,07/Jun/18 8:53 AM,AAKO-3976,15/Nov/17 4:15 PM,Guarantee: Rolling PTD with Final Period True-Up @ Component lelel,Open,,Recon - Distributer,,,,Joint_Recon_Distributor,,,,,,,Lannister,,,AAKO-Lannister - IPD,,,,Recon - Distributer,,,,,,,,,,,
Story,AAKO-4184,898968,07/Jun/18 8:52 AM,AAKO-4906,15/Nov/17 4:04 PM,(JR) [PLACE HOLDER] Configure Mechanic:   Recon Direct Growth Net Territories together,Open,,Recon - Direct ,,13.0,,Joint_Recon_Direct,,,,,,,Lannister,,,AAKO-Lannister - IPD,,,,Recon - Direct ,,,,,,,,,,,
Story,AAKO-4123,886788,07/Jun/18 8:52 AM,AAKO-4906,08/Nov/17 2:31 PM,(JR) [PLACE HOLDER] Configure Mechanic: Growth over Baseline Rolling Year - Recon Distributor ,Open,,Recon - Distributer,,,,Joint_Recon_Distributor,,,,,,,Lannister,,,AAKO-Lannister - IPD,,,,Recon - Distributer,,,,,,,,,,,
Story,AAKO-4092,876473,12/Feb/18 11:10 AM,AAKO-3961,02/Nov/17 3:17 PM,Set Data Week to all Transactions ,Open,,ETH,,,,Ethicon,,,,,,,Stark,,,,,,,ETH,,,,,,,,,,,
Story,AAKO-4073,873586,18/Apr/18 9:25 AM,AAKO-3981,01/Nov/17 9:47 AM,algn: Routine Workflow Sync Job  ,Open,,ETH,Spine,,,FirstBU,,,,,,,Stark,,,,,,,ETH,,,,,,,,,,,
Story,AAKO-4027,861416,23/Apr/18 12:19 PM,AAKO-4058,26/Oct/17 10:52 AM,Load Co-Sell UCN_LEGACY_XREF to Raw/INP tables,Open,,Recon - Direct ,,3.0,,Recon,,,,,,,Targaryen,,,,,,,Recon - Direct ,,,,AAKO-4026,,,,,,,
Story,AAKO-4026,861414,19/Jun/18 8:04 AM,AAKO-4058,26/Oct/17 10:50 AM,Automated Feed - Load Co-Sell ACCT_XREF to Raw/INP tables,Open,,Trauma,,3.0,,Spine,,,,,,,Targaryen,,,,,,,Trauma,,,,AAKO-4025,,,,,,,
Story,AAKO-4025,861411,13/Feb/18 3:38 PM,AAKO-4058,26/Oct/17 10:48 AM,Load Co-Sell Lead Generation to Raw/INP tables,Completed,Done,Spine,,3.0,,FirstBU,,,,,,,Targaryen,Done,13/Feb/18 3:38 PM,AAKO - Targaryen - Acadia.1,,,,Spine,,,AAKO-5526,AAKO-4024,,,,,AAKO-5583,AAKO-5487,AAKO-5488
Story,AAKO-4024,861410,13/Feb/18 2:21 PM,AAKO-4058,26/Oct/17 10:47 AM,Auto - Load Co-Sell Training to Raw/INP tables,Completed,Done,Spine,,3.0,,FirstBU,,,,,,,Targaryen,Done,13/Feb/18 2:21 PM,AAKO - Targaryen - Acadia.1,,,,Spine,,,,,,,,,AAKO-5370,AAKO-5583,AAKO-5371
Story,AAKO-4023,861404,19/Jun/18 4:00 PM,AAKO-4887,26/Oct/17 10:40 AM,Load Co-Sell Input files into OPTYMYZE Archive folders,Open,,Trauma,,3.0,,Spine,,,,,,,Targaryen,,,,,,,Trauma,,,,,,,,,,,
Story,AAKO-3913,850230,16/Feb/18 11:13 AM,AAKO-3981,19/Oct/17 2:16 PM,Participant Commission Rate Tool - Entry and Approval Views,Completed,Done,Spine,,13.0,,DPS,FirstBU,,,,,,Stark,Done,15/Feb/18 2:57 PM,AAKO - Stark - Acadia.1,,,,Spine,,,,,,,,,,,
Story,AAKO-3911,849981,08/Jun/18 8:24 AM,AAKO-3962,19/Oct/17 12:49 PM,(JR) [PLACEHOLDER]  Recon Salesman Transaction Charge Backs ,Open,,Recon - Distributer,,,,Joint_Recon_Distributor,,,,,,,Lannister,,,AAKO-Lannister - IPD,,,,Recon - Distributer,,,,,,,,,,,
Story,AAKO-3864,846415,04/May/18 8:52 AM,AAKO-4099,17/Oct/17 5:10 PM,Expansion Category RM and AVP - Setup Parameter,Completed,Done,Spine,,3.0,,DPS,PI-B,,,,,,Targaryen,Done,04/May/18 8:52 AM,AAKO-Targaryen - Bandhavgarh.2,,,,Spine,,,,,,AAKO-434,,,,,
Story,AAKO-3781,822360,27/Jun/18 10:22 AM,AAKO-3982,10/Oct/17 11:25 AM,Re-organize view for Effective Date Prior Year,Open,,Spine,,3.0,,COULD,FirstBU,,,,,,Stark,,,AAKO - Stark - C.1,,,,Spine,,,,,,,,,,,
Story,AAKO-3772,812214,20/Jun/18 7:35 AM,AAKO-3968,05/Oct/17 3:10 PM,[TEST System and UAT]  Mechanics - Mitek - EITL (ED): Supporting Attainment Earnings,Open,,MIT,,5.0,,Mitek,,,,,,,Lannister,,,AAKO-Lannister - C3,,,,MIT,,,,AAKO-3769,,,,,,,
Story,AAKO-3508,757709,25/Apr/18 1:32 PM,AAKO-4058,05/Sep/17 9:46 AM,Update Internal/External Alliance - WWID level Compensation Upload ,Completed,Done,Spine,,5.0,,FirstBU,,,,,,,Targaryen,Done,25/Apr/18 1:32 PM,AAKO-Targaryen - Bandhavgarh.1,,,,Spine,,,,,,,,,,,
Story,AAKO-3425,747490,26/Jun/18 12:12 PM,AAKO-3962,29/Aug/17 5:28 PM,Crediting Impact to Product Specialist /Customer Share Exception,Open,,Trauma,,,,LastBU,,,,,,,Lannister,,,,,,,Trauma,,,,,,,,,,,
Story,AAKO-3299,730627,06/Jun/18 6:58 PM,AAKO-3963,18/Aug/17 4:21 PM,"Invoice Realignment ""Overrides"" Parameter Mass Upload",Open,,Trauma,,8.0,,Mentor,Mitek,,,,,,Targaryen,,,,,,,Trauma,,,,,,,,,,,
Story,AAKO-3258,726250,13/Jun/18 7:35 AM,AAKO-3970,16/Aug/17 9:17 AM,Add Rep Type to Component Set-up for Quotas,Open,,,,,,Ethicon,,,,,,,Targaryen,,,,,,,ETH,,,,,,,,,,,
Story,AAKO-3240,723724,26/Feb/18 2:55 PM,AAKO-3983,15/Aug/17 8:40 AM,Portal View - FSO Rep,Completed,Done,Spine,,8.0,,DPS,FirstBU,,,,,,Stark,Done,26/Feb/18 2:55 PM,AAKO - Stark - Acadia.2,,,,Spine,,,,,,,,,,,
Story,AAKO-3216,719308,23/Mar/18 10:46 AM,AAKO-4900,11/Aug/17 10:07 AM,Final Pay Adjustment  @ wwid - Entry table ,Completed,Done,Spine,,5.0,,FirstBU,,,,,,,Lannister,Done,23/Mar/18 10:46 AM,AAKO - Lannister - Acadia.4,,,,Spine,,,,,,,,,,,
Story,AAKO-3213,717673,07/Jun/18 8:52 AM,AAKO-4906,10/Aug/17 12:56 PM,(JR) Sales Grouping - TASR - Customers removed from Base and Growth   - REC,Open,,Recon - Distributer,,13.0,,Joint_Recon_Distributor,,,,,,,Lannister,,,AAKO-Lannister - IPD,,,,Recon - Distributer,,,,,,,,,,,
Story,AAKO-3212,717671,11/Jun/18 1:12 PM,AAKO-4906,10/Aug/17 12:45 PM,(JR) Configure Mechanic:   (Rolling?)YTD Growth over Full Prior Year Sales  ,Open,,Recon - Direct ,,8.0,,Joint_Recon_Direct,Joint_Recon_Distributor,,,,,,Targaryen,,,,,,,Recon - Distributer,,,,,,,,,,,
Story,AAKO-3170,714041,13/Feb/18 8:31 PM,AAKO-4906,08/Aug/17 5:59 PM,Participant Salary and Exp Allowance - Parameter Table - Data Load and Maintenance (not JnJ Draw) ,Completed,Done,Spine,,3.0,,DPS,,,,,,,Lannister,Done,13/Feb/18 8:31 PM,AAKO - Lannister - Acadia.1,,,,Spine,,,,,,,,,,,
Story,AAKO-3101,702121,18/Apr/18 3:56 PM,AAKO-3283,02/Aug/17 2:45 PM,Duplicate Sales Remove/Clean - Ethicon Indirect Kit,Open,,ETH,,2.0,,Ethicon,,,,,,,Stark,,,,,,,ETH,,,,AAKO-3100,,,,,,,
Story,AAKO-3046,695344,23/Apr/18 12:25 PM,AAKO-3989,28/Jul/17 1:35 PM,Support WWID Changes - Distributor to Direct  - WWID Swap List,Open,,Recon - Direct ,,,,Recon,,,,,,,Targaryen,,,,,,,Recon - Direct ,,,,,,,,,,,
Story,AAKO-3021,687099,23/May/18 1:54 PM,AAKO-3960,24/Jul/17 2:11 PM,[PLACEHOLDER] - Create Recon Distributor Lock Functionality,Open,,,,,,Joint_Recon_Distributor,,,,,,,Lannister,,,,,,,Recon - Distributer,,,,,,,,,,,
Story,AAKO-2956,671709,02/Feb/18 1:14 PM,AAKO-3965,14/Jul/17 8:42 AM,Streamlining Compensation Plans app,Completed,Done,Spine,,0.0,,,,,,,,,Lannister,Done,02/Feb/18 1:14 PM,,,,,Spine,,,,,,,,,,,
Story,AAKO-2926,667674,02/Feb/18 1:15 PM,AAKO-3965,12/Jul/17 6:17 AM,Streamlining crediting - Inclusion of a new metric type,Completed,Done,Spine,,0.0,,,,,,,,,Lannister,Done,02/Feb/18 1:15 PM,,,,,Spine,,,,,,,,,,,
Story,AAKO-2873,659011,13/Jun/18 5:30 PM,AAKO-29,05/Jul/17 3:50 PM,Quota Adjustment: Mass Upload Geography Monthly Quotas,Open,,LastBu,,5.0,,LastBU,,,,,,,Targaryen,,,,,,,LastBu,,,,AAKO-2869,,,,,,,
Story,AAKO-2872,659009,13/Jun/18 5:30 PM,AAKO-29,05/Jul/17 3:47 PM,Quota Adjustment: Mass Upload Zip Monthly Quotas,Open,,LastBu,,5.0,,LastBU,,,,,,,Targaryen,,,,,,,LastBu,,,,AAKO-2869,,,,,,,
Story,AAKO-2871,659008,19/Jun/18 8:05 AM,AAKO-3970,05/Jul/17 3:44 PM,Quota Add/Update: Geography Monthly Quotas,Open,,MIT,,8.0,,CNV,Ethicon,Mitek,,,,,Targaryen,,,,,,,MIT,,,,AAKO-2870,,,,,,,
Story,AAKO-2870,659007,19/Jun/18 8:05 AM,AAKO-3970,05/Jul/17 3:40 PM,Quota Add/Update: Zip Monthly Quotas,Open,,MIT,,8.0,,Mitek,,,,,,,Targaryen,,,,,,,MIT,,,,AAKO-2868,,,,,,,
Story,AAKO-2869,658796,13/Jun/18 3:30 PM,AAKO-29,05/Jul/17 2:47 PM,Quota Adjustment: Mass Upload Customer Monthly Quotas,Open,,LastBu,,5.0,,LastBU,Mitek,,,,,,Targaryen,,,,,,,LastBu,,,,,,,,,,,
Story,AAKO-2868,658793,22/May/18 5:23 PM,AAKO-3970,05/Jul/17 2:34 PM,Quota Add/Update: Customer Monthly Quotas,Completed,Done,Spine,,8.0,,FirstBU,PI-B,,,,,,Targaryen,Done,22/May/18 5:23 PM,AAKO-Targaryen - Bandhavgarh.3,,,,Spine,,,,,,,,,,,
Story,AAKO-2569,609424,23/May/18 2:09 PM,AAKO-2277,01/Jun/17 4:56 PM,Data Validation Reporting: Customer Data Assurance,Completed,Done,Spine,,3.0,,FirstBU,PI-B,,,,,,Mormont,Done,23/May/18 2:09 PM,AAKO - Mormont - Bandhavgarh.3,,,,Spine,,,,,,AAKO-2568,,,,,
Story,AAKO-2568,609423,22/May/18 1:11 PM,AAKO-2277,01/Jun/17 4:54 PM,Data Validation Reporting: Product Data Assurance,Completed,Done,Spine,,5.0,,FirstBU,PI-B,,,,,,Mormont,Done,22/May/18 1:11 PM,AAKO - Mormont - Bandhavgarh.3,,,,Spine,,,,,,,,,,,
Story,AAKO-2567,609422,18/Apr/18 3:58 PM,AAKO-2277,01/Jun/17 4:50 PM,Data Validation Reporting: Daily Duplicate Different Days Reporting Assurance,Open,,ETH,,,,ASP,Ethicon,,,,,,Stark,,,,,,,ETH,,,,,,,,,,,
Story,AAKO-2566,609420,18/Apr/18 3:58 PM,AAKO-2277,01/Jun/17 4:48 PM,Data Validation Reporting: Daily Duplicate Reporting Assurance,Open,,ETH,,,,ASP,Ethicon,,,,,,Stark,,,,,,,ETH,,,,,,,,,,,
Story,AAKO-2559,609408,26/Jun/18 11:03 AM,AAKO-3981,01/Jun/17 4:30 PM,Inquiry Workflow: Requestor Form for Payments Received,Open,,ETH,,5.0,,ETH,,,,,,,Stark,,,,,,,ETH,,,,,,,,,,,
Story,AAKO-2558,609407,26/Jun/18 11:03 AM,AAKO-3981,01/Jun/17 4:28 PM,Inquiry Workflow: Requestor Form for Plan or Performance,Open,,ETH,,3.0,,ETH,,,,,,,Stark,,,,,,,ETH,,,,,,,,,,,
Story,AAKO-2557,609405,26/Jun/18 11:03 AM,AAKO-3981,01/Jun/17 4:25 PM,Inquiry Workflow:  Requester Form for Alignment (Deployment: Customer-Geography) ,Open,,ETH,,5.0,,ETH,,,,,,,Stark,,,,,,,ETH,,,,,,,,,,,
Story,AAKO-2556,608898,26/Jun/18 11:03 AM,AAKO-3981,01/Jun/17 4:18 PM,Inquiry Workflow: Requester Form for Governance,Open,,ETH,,5.0,,ETH,,,,,,,Stark,,,,,,,ETH,,,,,,,,,,,
Story,AAKO-2180,558350,11/Apr/18 10:47 AM,AAKO-3956,26/Apr/17 6:28 PM,Create a mechanism to override pricing or quantity on a sales invoice line record at crediting,Open,,ETH,,,,ETH,,,,,,,Mormont,,,,,,,ETH,,,,,,,,,,,
Story,AAKO-1900,523437,21/Jun/18 10:00 AM,AAKO-5361,03/Apr/17 10:30 AM,Non-Automated Interface - Manual Sales Loading: Approval Routing,Open,,Spine,,8.0,,PI-B,Spine,,,,,,Mormont,,,AAKO - Mormont - Corbett.3,,,,Spine,,,,,,,,,,,
Story,AAKO-1899,523436,19/Jun/18 10:56 AM,AAKO-4106,03/Apr/17 10:30 AM,Non-Automated Interface - Manual Sales Loading: Summary Validations,Open,,Spine,,5.0,,FirstBU,,,,,,,Mormont,,,AAKO - Mormont - Corbett.3,,,,Spine,,,,,,,,,,,
Story,AAKO-1828,490077,22/Mar/18 2:34 PM,AAKO-3961,27/Mar/17 5:22 PM,Compensation Job - Set Data Week,Open,,ETH,,,,Ethicon,MIT,,,,,,Lannister,,,,,,,ETH,,,,,,,,,,,
Story,AAKO-1712,472812,06/Apr/18 9:46 AM,AAKO-3981,14/Mar/17 5:36 PM,Visualization App: Query Multiple Data Elements for Sales Investigations,Open,,ETH,Spine,,,2019BP,,,,,,,Stark,,,,,,,ETH,,,,,,,,,,,
Story,AAKO-1711,472810,26/Jun/18 11:03 AM,AAKO-3981,14/Mar/17 5:17 PM,Inquiry Workflow: Requester Form For Field Sales Transactions Inquiries,Open,,ETH,,5.0,,ETH,,,,,,,Stark,,,,,,,ETH,,,,,,,,,,,
Story,AAKO-1710,472809,18/Apr/18 3:56 PM,AAKO-3283,14/Mar/17 5:11 PM,Provide Table Containing Kit Bill of Materials: Ethicon,Open,,ETH,,8.0,,Ethicon,,,,,,,Stark,,,,,,,ETH,,AAKO-1047,,,,,,,,,
Story,AAKO-1626,467002,28/Mar/18 4:24 PM,AAKO-4906,09/Mar/17 2:17 PM,Mechanics: Quota Attainment on payout Table -  testing story,Completed,Done,Spine,,3.0,,Spine,,,,,,,Lannister,Done,28/Mar/18 4:24 PM,AAKO - Lannister - Acadia.4,,,,Spine,,AAKO-536,,,,AAKO-4495,,,,,
Story,AAKO-1477,444597,26/Jun/18 11:03 AM,AAKO-3981,21/Feb/17 5:39 PM,Inquiry Workflow: User Interface Form - Repository Claiming & Delegation,Open,,ETH,,13.0,,ETH,,,,,,,Stark,,,,,,,ETH,,,,,,,,,,,
Story,AAKO-1455,437791,05/Jun/18 4:55 PM,AAKO-3966,16/Feb/17 3:11 PM,Participant to Geography Validation Enhancement,Completed,Done,Spine,,3.0,,FirstBU,,,,,,,Targaryen,Done,05/Jun/18 4:55 PM,AAKO-Targaryen - Bandhavgarh.4,,,,Spine,,,,,,,,,,,
Story,AAKO-1368,361294,22/Mar/18 2:34 PM,AAKO-4906,10/Feb/17 7:50 AM,Compensation Summary - Probationary Status,Open,,ETH,,,,Ethicon,,,,,,,Lannister,,,,,,,ETH,,,,,,,,,,,
Story,AAKO-1367,361286,05/Apr/18 8:49 AM,AAKO-4902,10/Feb/17 7:45 AM,Compensation Summary - ( # of Days or Weeks) ,Open,,ETH,,,,Ethicon,,,,,,,Lannister,,,,,,,ETH,,,,,,,,,AAKO-138,,
Story,AAKO-1300,349309,13/Mar/18 7:28 PM,AAKO-3982,31/Jan/17 12:00 PM,Portal View - All Sales Transactions,Completed,Done,Spine,,8.0,,2019BP,DPS,,,,,,Stark,Done,13/Mar/18 7:28 PM,AAKO - Stark - Acadia.3,,,,Spine,,,,,,,,,,,
Story,AAKO-1217,337990,20/Jun/18 8:24 AM,AAKO-3958,23/Jan/17 2:03 PM,Interface Summary SOX/Error Report,Open,,Trauma,,,,CSS,DPS,ETH,,,,,Mormont,,,,,,,Trauma,,,,,,,,,,,
Story,AAKO-1191,335708,19/Apr/18 5:00 PM,AAKO-4902,20/Jan/17 11:30 AM,Compensation Summary - Level 2 - @ component,Completed,Done,Spine,,5.0,,FirstBU,,,,,,,Lannister,Done,19/Apr/18 5:00 PM,Lannister - Bandhavgarh.1,,,,Spine,,,,,,AAKO-591,,,,,
Story,AAKO-1123,326193,18/Apr/18 3:56 PM,AAKO-3957,13/Jan/17 1:42 PM,Ethicon Sales - Order of Exclusion/Validations.,Open,,,,,,Ethicon,,,,,,,Stark,,,,,,,ETH,,,,,,,,,,,
Story,AAKO-990,312831,10/May/18 9:30 AM,AAKO-3982,27/Dec/16 9:08 AM,Participant Plan Summary Report - Internal Analysts,Completed,Done,Spine,,5.0,,DPS,,,,,,,Stark,Done,10/May/18 9:30 AM,Stark - Bandhavgarh.2,,,,Spine,,,,,,,,,,,
Story,AAKO-886,309624,20/Jun/18 12:26 PM,AAKO-3981,20/Dec/16 2:28 PM,Review & Approve Payments-Payment Approval (SOX),Open,,Spine,,13.0,,FirstBU,PI-B,,,,,,Mormont,,,AAKO - Mormont - Corbett.3,,,,Spine,,AAKO-300,,,,AAKO-6335,,,,,
Story,AAKO-885,309622,25/Apr/18 4:51 AM,AAKO-4901,20/Dec/16 2:26 PM,Common Mechanics-Final Payment ,Completed,Done,Spine,,5.0,,FirstBU,,,,,,,Lannister,Done,25/Apr/18 4:51 AM,Lannister - Bandhavgarh.1,,,,Spine,,,,,,,,,,,
Story,AAKO-883,309616,27/Mar/18 3:22 PM,AAKO-4899,20/Dec/16 2:24 PM,(13) Mechanics-Carry Forward Negative Earnings (-Previous Balance),Completed,Done,Spine,,8.0,,FirstBU,,,,,,,Lannister,Done,27/Mar/18 3:22 PM,AAKO - Lannister - Acadia.4,,,,Spine,,,,,,,,,,,
Story,AAKO-879,309610,27/Feb/18 10:20 AM,AAKO-3976,20/Dec/16 2:17 PM,Guarantee - FLAT mechanic,Completed,Done,Spine,,13.0,,FirstBU,,,,,,,Lannister,Done,27/Feb/18 10:20 AM,AAKO - Lannister - Acadia.2,,,,Spine,,,,,,,,,,,
Story,AAKO-877,309606,18/Apr/18 9:25 AM,AAKO-3984,20/Dec/16 2:15 PM,Incentive Compensation Statement - APB,Open,,ETH,,,,Ethicon,,,,,,,Stark,,,,,,,ETH,,,,,,,,,,,
Story,AAKO-875,309602,14/Feb/18 3:00 PM,AAKO-4903,20/Dec/16 2:13 PM,Common Mechanics-Aggregate Total Earnings Due @ wwid  ,Completed,Done,Spine,,13.0,,FirstBU,,,,,,,Lannister,Done,14/Feb/18 3:00 PM,AAKO - Lannister - Acadia.1,,,,Spine,,,,,,,,,,,
